Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,,,HCN,,
Humber,44,N 43.64187°,W 079.49238°,0,357,0,1,0,,,,,
Humber,45,N 43.64161°,W 079.49252°,8,358,0,1,0,,,,,
Humber,46,N 43.64133°,W 079.49220°,0,359,0,0,0,,,,,
Humber,47,N 43.64120°,W 079.49158°,0,360,0,0,1,,,Herbivory,,
Humber,48,N 43.64151°,W 079.49165°,2,361,0,0,1,,,,,
Humber,49,N 43.64499°,W 079.49361°,1,362,0,0,0,,,Park,1.541666667,
Humber,50,N 43.64576°,W 079.49437°,0,363,1,1,1,,,Side 1,0.833333333,
Humber,51,N 43.64584°,W 079.49464°,0,364,0,0,0,,,Side 2,0.552083333,
Humber,52,N 43.64579°,W 079.49586°,0,365,0,1,0,,,,,
Humber,53,N 43.64586°,W 079.49523°,0,366,1,1,1,,,,,
Humber,54,N 43.64585°,W 079.49564°,0,367,1,1,1,,,,,
Humber,55,N 43.64591°,W 079.49588°,3,368,0,1,0,,,,,
Humber,56,N 43.64595°,W 079.49632°,0,369,0,0,0,,,,,
Humber,57,N 43.64605°,W 079.49654°,0.5,370,0,1,0,,,,,
Humber,58,N 43.64581°,W 079.49677°,4,371,0,0,0,,,,,
Humber,59,N 43.64584°,W 079.49725°,0,372,0,1,0,,,,,
Humber,60,N 43.64571°,W 079.49778°,1,373,0,0,1,,,,,
Humber,61,N 43.64592°,W 079.49900°,5,374,1,1,1,,,,,
Humber,62,N 43.64622°,W 079.49974°,2,375,0,0,1,,,,,
Humber,63,N 43.64717°,W 079.49967°,0,376,0,1,0,,,,,
Humber,64,N 43.64757°,W 079.49955°,9,377,0,1,0,,,,,
Humber,65,N 43.64827°,W 079.49890°,0.5,378,0,0,1,,,,,
Humber,66,N 43.64877°,W 079.49910°,2,379,0,1,0,,,,,
Humber,67,N 43.64953°,W 079.49947°,4,380,1,1,1,,,,,
Humber,68,N 43.64911°,W 079.50000°,0,381,0,0,1,,,,,
Humber,69,N 43.64919°,W 079.50063°,0,382,1,1,1,,,,,
Humber,70,N 43.64947°,W 079.50140°,0,383,0,0,1,,,,,
Humber,71,N 43.64915°,W 079.50189°,0,384,0,0,1,,,,,
Humber,72,N 43.64891°,W 079.50256°,4,385,1,1,1,,,,,
Humber,73,N 43.64821°,W 079.50391°,4,386,0,0,0,,,,,
Humber,74,N 43.64728°,W 079.50449°,0,387,1,1,1,,,,,
Humber,75,N 43.64701°,W 079.50365°,2,388,0,0,1,,,,,
Humber,76,N 43.64637°,W 079.50417°,0,389,0,0,0,,,,,
Humber,77,N 43.64550°,W 079.50365°,0,390,1,1,1,,,,,
Humber,78,N 43.64505°,W 079.50349°,0,391,0,0,0,,,,,
Humber,79,N 43.64420°,W 079.50331°,14,392,0,1,0,,,,,
Humber,80,N 43.64355°,W 079.50314°,16,393,0,1,0,,,,,
Humber,81,N 43.64394°,W 079.50217°,0,394,0,0,0,,,,,
Humber,82,N 43.64419°,W 079.50053°,0,395,0,1,0,,,,,
Humber,83,N 43.64446°,W 079.49979°,0,396,0,1,0,,,,,
Humber,84,N 43.64452°,W 079.49854°,0,397,0,1,0,,,,,
Humber,85,N 43.64491°,W 079.49764°,2,398,0,1,0,,,,,
Humber,86,N 43.64519°,W 079.49890°,4,399,0,1,0,,,,,
Humber,87,N 43.64531°,W 079.50040°,1,400,0,0,0,,,,,
Humber,88,N 43.64494°,W 079.50038°,2,401,0,0,0,,,,,
Humber,89,N 43.64541°,W 079.50215°,0,402,0,0,0,,,,,
Humber,90,N 43.64686°,W 079.50167°,2,403,0,0,0,,,,,
Humber,91,N 43.64644°,W 079.50067°,2,404,1,1,1,,,,,
Humber,92,N 43.64803°,W 079.50104°,0.5,405,1,1,1,,,,,
Humber,93,N 43.64826°,W 079.50008°,2,406,1,1,1,,,,,
Humber,94,N 43.64835°,W 079.50267°,1,407,1,1,1,,,,,
Humber,95,N 43.64742°,W 079.50269°,0,408,0,0,1,,,,,
Humber,96,N 43.64671°,W 079.50304°,2,409,1,1,1,,,,,
Humber,97,N 43.64524°,O 079.50391°,0,410,0,0,1,,,,,
Humber,98,N 43.64524°,O 079.50417°,1,411,0,1,0,,,,,
Humber,99,N 43.64511°,O 079.50439°,3,412,0,1,0,,,,,
Humber,100,N 43.64503°,O 079.50460°,0.5,413,1,1,1,,,,,
Humber,101,N 43.64499°,O 079.50489°,0,414,0,1,0,,,,,
Humber,102,N 43.64482°,O 079.50513°,0,415,0,0,1,,,,,
Humber,103,N 43.64485°,O 079.50534°,2,416,1,1,1,,,,,
Humber,104,N 43.64467°,O 079.50559°,4,417,0,0,0,,,,,
Humber,105,N 43.64462°,O 079.50583°,0,418,0,0,1,,,,,
Humber,106,N 43.64460°,O 079.50616°,0,419,0,1,0,,,,,
Humber,107,N 43.64449°,O 079.50636°,0,420,1,1,1,,,,,
Humber,108,N 43.64454°,O 079.50662°,2,421,1,1,1,,,,,
Humber,109,N 43.64435°,O 079.50684°,0,422,1,1,1,,,,,
Humber,110,N 43.64426°,O 079.50708°,2,423,1,1,1,,,,,
Humber,111,N 43.64423°,O 079.50734°,3,424,0,1,0,,,,,
Humber,112,N 43.64415°,O 079.50767°,0,425,0,0,0,,,,,
Humber,113,N 43.64423°,O 079.50789°,1,426,0,0,1,,,,,
Humber,114,N 43.64421°,O 079.50817°,1,427,0,0,0,,,,,
Humber,115,N 43.64415°,O 079.50843°,0.5,428,1,1,1,,,,,
Humber,116,N 43.64410°,O 079.50870°,3,429,1,1,1,,,,,
Humber,117,N 43.64405°,O 079.50894°,4,430,1,1,1,,,,,
Humber,118,N 43.64401°,O 079.50916°,8,431,0,0,1,,,,,
Humber,119,N 43.64397°,O 079.50941°,0,432,0,1,0,,,,,
Humber,120,N 43.64389°,O 079.50965°,0,433,1,1,1,,,,,
Humber,121,N 43.64392°,O 079.50988°,0,434,0,0,0,,,,,
Humber,122,N 43.64409°,O 079.50997°,0,435,0,1,0,,,,,
Humber,123,N 43.64410°,O 079.51020°,6,436,0,1,0,,,,,
Humber,124,N 43.64405°,O 079.51044°,0,437,0,0,1,,,,,
Humber,125,N 43.64399°,O 079.51068°,2,438,0,0,1,,,,,
Humber,126,N 43.64392°,O 079.51094°,0,439,0,0,0,,,,,
Humber,127,N 43.64396°,O 079.51128°,0,440,0,0,0,,,,,
Humber,128,N 43.64381°,O 079.51144°,0,441,1,1,1,,,,,
Humber,129,N 43.64375°,O 079.51170°,0,442,0,1,0,,,,,
Humber,130,N 43.64366°,O 079.51194°,0,443,0,0,0,,,,,
Humber,131,N 43.64365°,O 079.51218°,1,444,1,1,1,,,,,
Humber,132,N 43.64357°,O 079.51244°,0,445,0,1,0,,,,,
Humber,133,N 43.64351°,O 079.51268°,0,446,0,0,1,,,,,
Humber,134,N 43.64347°,O 079.51296°,0,447,0,0,0,,,,,
Humber,135,N 43.64343°,O 079.51321°,0,448,0,1,0,,,,,
Humber,136,N 43.64334°,O 079.51345°,0,449,1,1,1,,,,,
Humber,137,N 43.64329°,O 079.51369°,0,450,0,0,0,,,,,
Humber,138,N 43.64328°,O 079.51393°,0,451,0,1,0,,,,,
Humber,139,N 43.64321°,O 079.51414°,0,452,0,1,0,,,,,
Humber,140,N 43.64318°,O 079.51440°,0,453,1,1,1,,,,,
Humber,141,N 43.64320°,O 079.51466°,0,454,1,1,1,,,,,
Humber,142,N 43.64296°,O 079.51540°,0,455,1,1,1,,,,,
Humber,143,N 43.64294°,O 079.51564°,0,456,0,1,0,,,,,
Humber,144,N 43.64288°,O 079.51587°,0,457,0,0,1,,,,,
Humber,145,N 43.64288°,O 079.51611°,0,458,0,1,0,,,,,
Humber,146,N 43.64282°,O 079.51634°,0,459,1,1,1,,,,,
Humber,147,N 43.64275°,O 079.51659°,2,460,0,1,0,,,,,
Humber,148,N 43.64271°,O 079.51685°,0,461,0,1,0,,,,,
Humber,149,N 43.64264°,O 079.51709°,0,462,1,1,1,,,,,
Humber,150,N 43.64261°,O 079.51733°,0,463,0,1,0,,,,,
Humber,151,N 43.64259°,O 079.51759°,0,464,1,1,1,,,,,
Humber,152,N 43.64252°,O 079.51784°,0,465,0,1,0,,,,,
Humber,153,N 43.64238°,O 079.51803°,0,466,1,1,1,,,,,
Humber,154,N 43.64233°,O 079.51829°,3,467,0,1,0,,,,,
Humber,155,N 43.64227°,O 079.51852°,0,468,0,1,0,,,,,
Humber,156,N 43.64220°,O 079.51878°,0,469,0,0,0,,,,,
Humber,157,N 43.64227°,O 079.51906°,0,470,0,0,1,,,,,
Humber,158,N 43.64211°,O 079.51923°,0,471,0,1,0,,,,,
Humber,159,N 43.64206°,O 079.51949°,0,472,0,1,0,,,,,
Humber,160,N 43.64202°,O 079.51974°,2,473,0,1,0,,,,,
Humber,161,N 43.64197°,O 079.51997°,2,474,0,0,0,,,,,
Humber,162,N 43.64197°,O 079.52031°,1,475,1,1,1,,,,,
Humber,163,N 43.64183°,O 079.52058°,2,476,0,1,0,,,,,
Humber,164,N 43.64182°,O 079.52082°,0,477,0,1,0,,,,,
Humber,165,N 43.64172°,O 079.52099°,0,478,1,1,1,,,,,
Humber,166,N 43.64174°,O 079.52130°,0,479,1,1,1,,,,,
Humber,167,N 43.64160°,O 079.52155°,0,480,1,1,1,,,,,
Humber,168,N 43.64151°,O 079.52179°,0,481,0,1,0,,,,,
Humber,169,N 43.64136°,O 079.52189°,0,482,1,1,1,,,,,
Humber,170,N 43.64140°,O 079.52213°,0,483,0,1,0,,,,,
Humber,171,N 43.64149°,O 079.52229°,3,484,0,1,0,,,,,
Humber,172,N 43.64141°,O 079.52255°,0,485,0,1,0,,,,,
Humber,173,N 43.64133°,O 079.52282°,4,486,1,1,1,,,,,
Humber,174,N 43.64130°,O 079.52311°,0,487,1,1,1,,,,,
Humber,175,N 43.64125°,O 079.52335°,6,488,1,1,1,,,,,
Humber,176,N 43.64118°,O 079.52364°,4,489,1,1,1,,,,,
Humber,177,N 43.64112°,O 079.52395°,0,490,0,1,0,,,,,
Humber,178,N 43.64114°,O 079.52428°,0,491,1,1,1,,,,,
Humber,179,N 43.64099°,O 079.52448°,1,492,0,1,0,,,,,
Humber,180,N 43.64089°,O 079.52472°,4,493,1,1,1,,,,,
Humber,181,N 43.64089°,O 079.52495°,0,494,0,0,0,,,,,
Humber,182,N 43.64082°,O 079.52521°,0,495,1,1,1,,,,,
Humber,183,N 43.64076°,O 079.52550°,0,496,1,1,1,,,,,
Humber,184,N 43.64071°,O 079.52573°,0,497,0,1,0,,,,,
Humber,185,N 43.64063°,O 079.52599°,2,498,1,1,1,,,,,
Humber,186,N 43.64056°,O 079.52629°,0,499,1,1,1,,,,,
Humber,187,N 43.64051°,O 079.52656°,0,500,0,1,0,,,,,
Humber,188,N 43.64048°,O 079.52681°,0,501,1,1,1,,,,,
Humber,189,N 43.64041°,O 079.52704°,0,502,1,1,1,,,,,
Humber,190,N 43.64035°,O 079.52729°,0,503,0,1,0,,,,,
Humber,191,N 43.64028°,O 079.52750°,0,504,0,0,0,,,,,
Humber,192,N 43.64027°,O 079.52776°,0,505,0,1,0,,,,,
Humber,193,N 43.65076°,O 079.48972°,0,506,0,1,0,,,,,
Humber,194,N 43.65081°,O 079.48944°,0,507,0,0,0,,,,,
Humber,195,N 43.65092°,O 079.48892°,0,508,0,1,0,,,,,
Humber,196,N 43.65097°,O 079.48859°,0,509,0,0,1,,,,,
Humber,197,N 43.65111°,O 079.48808°,0,510,0,1,0,,,,,
Humber,198,N 43.65121°,O 079.48759°,0,511,1,1,1,,,,,
Humber,199,N 43.65145°,O 079.48750°,0,512,1,1,1,,,,,
Humber,200,N 43.65123°,O 079.48707°,0,513,1,1,1,,,,,
Humber,201,N 43.65136°,O 079.48669°,0,514,1,1,1,,,,,
Humber,202,N 43.65143°,O 079.48647°,0,515,0,0,0,,,,,
Humber,203,N 43.65145°,O 079.48624°,0,516,1,1,1,,,,,
Humber,204,N 43.65157°,O 079.48609°,0,517,1,1,1,,,,,
Humber,205,N 43.65165°,O 079.48583°,0,518,0,0,1,,,,,
Humber,206,N 43.65201°,O 079.48571°,0,519,0,0,1,,,,,
Humber,207,N 43.65242°,O 079.48591°,0,520,1,1,1,,,,,
Humber,208,N 43.65258°,O 079.48595°,0,521,0,1,0,,,,,
Humber,209,N 43.65282°,O 079.48605°,0,522,0,0,0,,,,,
Humber,210,N 43.65310°,O 079.48611°,0,523,0,1,0,,,,,
Humber,211,N 43.65310°,O 079.48580°,0,524,0,1,0,,,,,
Humber,212,N 43.65313°,O 079.48557°,0,525,0,1,0,,,,,
Humber,213,N 43.65319°,O 079.48531°,0,526,0,1,0,,,,,
Humber,214,N 43.65326°,O 079.48509°,0,527,1,1,1,,,,,
Humber,215,N 43.65318°,O 079.48483°,0,528,0,1,0,,,,,
Humber,216,N 43.65336°,O 079.48466°,0,529,0,1,0,,,,,
Humber,217,N 43.65327°,O 079.48430°,0,530,0,0,0,,,,,
Humber,218,N 43.65337°,O 079.48410°,2,531,1,1,1,,,,,
Humber,219,N 43.65347°,O 079.48380°,0,532,1,1,1,,,,,
Humber,220,N 43.65351°,O 079.48353°,0,533,0,0,0,,,,,
Humber,221,N 43.65352°,O 079.48328°,0,534,0,1,0,,,,,
Humber,222,N 43.65359°,O 079.48306°,0,535,0,0,0,,,,,
Humber,223,N 43.65372°,O 079.48291°,2,536,0,0,1,,,,,
Humber,224,N 43.65380°,O 079.48270°,1,537,0,1,0,,,,,
Humber,225,N 43.65381°,O 079.48243°,0,538,0,1,0,,,,,
Humber,226,N 43.65377°,O 079.48214°,0,539,0,1,0,,,,,
Humber,227,N 43.65379°,O 079.48190°,6,540,0,1,0,,,,,
Humber,228,N 43.65390°,O 079.48171°,0,541,0,1,0,,,,,
Humber,229,N 43.65395°,O 079.48125°,0,542,1,1,1,,,,,
Humber,230,N 43.65414°,O 079.48091°,0,543,1,1,1,,,,,
Humber,231,N 43.65426°,O 079.48048°,0,544,0,0,1,,,,,
Humber,232,N 43.65414°,O 079.48031°,0,545,0,1,0,,,,,
Humber,233,N 43.65419°,O 079.48003°,0,546,0,0,0,,,,,
Humber,234,N 43.65439°,O 079.47987°,4,547,1,1,1,,,,,
Humber,235,N 43.65456°,O 079.47928°,10,548,0,1,0,,,,,
Humber,236,N 43.65454°,O 079.47901°,0,549,0,1,0,,,,,
Humber,237,N 43.65454°,O 079.47860°,0,550,0,1,0,,,,,
Humber,238,N 43.65470°,O 079.47852°,0,551,1,1,1,,,,,
Humber,239,N 43.65463°,O 079.47818°,0,552,0,1,0,,,,,
Humber,240,N 43.65459°,O 079.47785°,0,553,0,1,0,,,,,
Humber,241,N 43.65468°,O 079.47761°,3,554,1,1,1,,,,,
Humber,242,N 43.65486°,O 079.47738°,0,555,0,1,0,,,,,
Humber,243,N 43.65482°,O 079.47710°,0,556,0,1,0,,,,,
Humber,244,N 43.65494°,O 079.47666°,0,557,1,1,1,,,,,
Humber,245,N 43.65508°,O 079.47655°,0,558,0,1,0,,,,,
Humber,246,N 43.65522°,O 079.47642°,0,559,0,1,0,,,,,
Humber,247,N 43.65546°,O 079.47634°,0,560,0,0,0,,,,,
Humber,248,N 43.65541°,O 079.47612°,0,561,1,1,1,,,,,
Humber,249,N 43.65551°,O 079.47582°,2,562,0,0,0,,,,,
Humber,250,N 43.65549°,O 079.47556°,0,563,0,0,1,,,,,
Humber,251,N 43.65553°,O 079.47531°,0,564,0,0,1,,,,,
Humber,252,N 43.65554°,O 079.47507°,0,565,0,0,0,,,,,
Humber,253,N 43.65541°,O 079.47492°,0,566,1,1,1,,,,,
Humber,254,N 43.65552°,O 079.47467°,4,572,0,0,0,,,,,
Humber,255,N 43.65574°,O 079.47449°,0,573,0,0,0,,,,,
Humber,256,N 43.65578°,O 079.47418°,0,574,1,1,1,,,,,
Humber,257,N 43.65574°,O 079.47388°,0,575,0,1,0,,,,,
Humber,258,N 43.65563°,O 079.47366°,0,576,0,0,0,,,,,
Humber,259,N 43.65550°,O 079.47342°,0,577,0,1,0,,,,,
Humber,260,N 43.65538°,O 079.47308°,0,578,1,1,1,,,,,
Humber,261,N 43.65522°,O 079.47298°,0,579,0,1,0,,,,,
Humber,262,N 43.65492°,O 079.47304°,0,580,0,0,0,,,,,
Humber,263,N 43.65492°,O 079.47279°,0,581,0,1,0,,,,,
Humber,264,N 43.65499°,O 079.47248°,6,582,0,1,0,,,,,
Humber,265,N 43.65509°,O 079.47231°,0,583,0,0,0,,,,,
Humber,266,N 43.65509°,O 079.47193°,1,584,0,1,0,,,,,
Humber,267,N 43.65515°,O 079.47173°,0,585,0,0,0,,,,,
Humber,268,N 43.65519°,O 079.47147°,0,586,1,1,1,,,,,
Humber,269,N 43.65537°,O 079.47133°,0,587,0,0,0,,,,,
Humber,270,N 43.65530°,O 079.47092°,2,588,0,1,0,,,,,
Humber,271,N 43.65538°,O 079.47064°,2,589,1,1,1,,,,,
Humber,272,N 43.65568°,O 079.47035°,0,590,1,1,1,,,,,
Humber,273,N 43.65586°,O 079.47017°,0,591,1,1,1,,,,,
Humber,274,N 43.65616°,O 079.47001°,3,592,0,1,0,,,,,
Humber,275,N 43.65632°,O 079.46992°,0,593,1,1,1,,,,,
Humber,276,N 43.65638°,O 079.46965°,0,594,0,1,0,,,,,
Humber,277,N 43.65653°,O 079.46957°,0,595,0,1,0,,,,,
Humber,278,N 43.65670°,O 079.46944°,4,596,0,1,0,,,,,
Humber,279,N 43.65677°,O 079.46926°,0,597,1,1,1,,,,,
Humber,280,N 43.65673°,O 079.46906°,0,598,0,1,0,,,,,
Humber,281,N 43.65674°,O 079.46866°,0,599,0,0,0,,,,,
Humber,282,N 43.65667°,O 079.46847°,0,600,0,0,0,,,,,
Humber,283,N 43.65681°,O 079.46828°,0,601,0,1,0,,,,,
Humber,284,N 43.65696°,O 079.46802°,0,602,0,0,0,,,,,
Humber,285,N 43.65688°,O 079.46774°,0,603,0,0,1,,,,,
Humber,286,N 43.65696°,O 079.46752°,0,604,0,0,0,,,,,
Humber,287,N 43.65709°,O 079.46728°,1,605,0,1,0,,,,,
Humber,288,N 43.65695°,O 079.46752°,0,606,0,0,1,,,,,
