Park ,Plant,Latitude,Longitude,Herbivory,Notes ,HCN,Ac,Li,Vegetation cover m²,Asphalt m²,% Vegetation,% Asphalt,,,HCN,,,,,,,,,Centre park,
Riverdale,212,N 43.66643°,O 079.37039°,1,1025,0,0,0,49.85,264.15,15.87579618,84.12420382,,,,,,,,,,,,,
Riverdale,213,N 43.66656°,O 079.37044°,4,1026,0,0,1,111.94,202.06,35.64968153,64.35031847,,,,,,,,,,,,,
Riverdale,214,N 43.66668°,O 079.37053°,0,1027,1,1,1,173.56,140.44,55.27388535,44.72611465,,,,,,,,,,,,,
Riverdale,215,N 43.66669°,O 079.37071°,0,1028,0,1,0,167.77,146.23,53.42993631,46.57006369,,,,,,,,,,,,,
Riverdale,216,N 43.66666°,O 079.37091°,0,1029,0,0,0,140.22,173.78,44.65605096,55.34394904,,,,,,,,,,,,,
Riverdale,217,N 43.66658°,O 079.37107°,5,1030,0,0,0,211.88,102.12,67.47770701,32.52229299,,,,,,,,,,,,,
Riverdale,218,N 43.66659°,O 079.37128°,0,1031,0,1,0,168.35,145.65,53.61464968,46.38535032,,,,,,,,,,,,,
Riverdale,219,N 43.66658°,O 079.37154°,0,1032,0,0,1,162.78,151.22,51.84076433,48.15923567,,,,,,,,,,,,,
Riverdale,220,N 43.66642°,O 079.37178°,0,1033,0,0,1,62.67,251.33,19.95859873,80.04140127,,,,,,,,,,,,,
Riverdale,221,N 43.66622°,O 079.37173°,0,1034,0,1,0,213.71,100.29,68.06050955,31.93949045,,,,,,,,,,,,,
Riverdale,222,N 43.66603°,O 079.37173°,10,1035,0,0,0,158.04,155.96,50.33121019,49.66878981,,,,,,,,,,,,,
Riverdale,223,N 43.66591°,O 079.37169°,0,1036,0,0,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,224,N 43.66587°,O 079.37195°,0,1037,1,1,1,282.97,31.03,90.11783439,9.882165605,,,,,,,,,,,,,
Riverdale,225,N 43.66574°,O 079.37210°,0,1038,0,1,0,314,0,100,0,,,,,,,,,,,,,
Riverdale,226,N 43.66634°,O 079.37257°,0,1039,0,0,0,171.15,142.85,54.50636943,45.49363057,,,,,,,,,,,,,
Riverdale,227,N 43.66618°,O 079.37270°,0,1040,1,1,1,187.48,126.52,59.70700637,40.29299363,,,,,,,,,,,,,
Riverdale,228,N 43.66620°,O 079.37292°,3,1041,1,1,1,240.97,73.03,76.74203822,23.25796178,,,,,,,,,,,,,
Riverdale,229,N 43.66620°,O 079.37309°,4,1042,0,1,0,255.32,58.68,81.31210191,18.68789809,,,,,,,,,,,,,
Riverdale,230,N 43.66655°,O 079.37340°,0,1043,0,0,0,46.45,267.55,14.79299363,85.20700637,,,,,,,,,,,,,
Riverdale,231,N 43.66669°,O 079.37355°,0,1044,0,1,0,30.21,283.79,9.621019108,90.37898089,,,,,,,,,,,,,
Riverdale,232,N 43.66751°,O 079.37376°,0,1045,0,0,1,137.18,176.82,43.68789809,56.31210191,,,,,,,,,,,,,
Riverdale,233,N 43.66717°,O 079.37448°,0,1046,0,0,1,151.91,162.09,48.37898089,51.62101911,,,,,,,,,,,,,
Riverdale,234,N 43.66711°,O 079.37490°,0,1047,0,0,0,127.72,186.28,40.67515924,59.32484076,,,,,,,,,,,,,
Riverdale,235,N 43.66699°,O 079.37505°,5,1048,0,0,0,148.69,165.31,47.35350318,52.64649682,,,,,,,,,,,,,
Riverdale,236,N 43.66685°,O 079.37511°,0,1049,1,1,1,134.98,179.02,42.98726115,57.01273885,,,,,,,,,,,,,
Riverdale,237,N 43.66679°,O 079.37528°,0,1050,0,0,0,150.8,163.2,48.02547771,51.97452229,,,,,,,,,,,,,
Riverdale,238,N 43.66671°,O 079.37544°,9,1051,0,1,0,120.24,193.76,38.29299363,61.70700637,,,,,,,,,,,,,
Riverdale,239,N 43.66652°,O 079.37568°,0,1052,1,1,1,133.74,180.26,42.59235669,57.40764331,,,,,,,,,,,,,
Riverdale,240,N 43.66633°,O 079.37583°,0,1053,0,1,0,48.88,265.12,15.56687898,84.43312102,,,,,,,,,,,,,
Riverdale,241,N 43.66639°,O 079.37608°,0,1054,0,0,0,70.29,243.71,22.38535032,77.61464968,,,,,,,,,,,,,
Riverdale,242,N 43.66645°,O 079.37624°,0,1055,0,0,0,120.77,193.23,38.46178344,61.53821656,,,,,,,,,,,,,
Riverdale,243,N 43.66648°,O 079.37643°,0,1056,0,0,0,124.33,189.67,39.5955414,60.4044586,,,,,,,,,,,,,
Riverdale,244,N 43.66648°,O 079.37658°,0,1057,0,1,0,121.39,192.61,38.65923567,61.34076433,,,,,,,,,,,,,
Riverdale,245,N 43.66643°,O 079.37677°,4,1058,0,0,0,152.32,161.68,48.50955414,51.49044586,,,,,,,,,,,,,
Riverdale,246,N 43.66642°,O 079.37690°,0,1059,0,0,0,91.83,222.17,29.24522293,70.75477707,,,,,,,,,,,,,
Riverdale,247,N 43.66615°,O 079.37812°,0,1060,0,1,0,154.35,159.65,49.15605096,50.84394904,,,,,,,,,,,,,
Riverdale,248,N 43.66634°,O 079.37858°,0,1061,1,1,1,87.36,226.64,27.82165605,72.17834395,,,,,,,,,,,,,
Riverdale,249,N 43.66655°,O 079.37863°,2,1062,0,1,0,183.04,130.96,58.29299363,41.70700637,,,,,,,,,,,,,
Riverdale,250,N 43.66672°,O 079.37867°,2,1063,0,0,0,76.59,237.41,24.39171975,75.60828025,,,,,,,,,,,,,
Riverdale,251,N 43.66687°,O 079.37874°,0,1064,0,0,0,155.07,158.93,49.38535032,50.61464968,,,,,,,,,,,,,
Riverdale,252,N 43.66699°,O 079.37885°,0,1065,0,0,1,173.59,140.41,55.28343949,44.71656051,,,,,,,,,,,,,
Riverdale,253,N 43.66733°,O 079.37891°,0,1066,0,0,0,56.81,257.19,18.09235669,81.90764331,,,,,,,,,,,,,
Riverdale,254,N 43.66756°,O 079.37903°,0,1067,0,0,0,187.95,126.05,59.8566879,40.1433121,,,,,,,,,,,,,
Riverdale,255,N 43.66778°,O 079.37916°,0,1068,0,0,1,132.88,181.12,42.31847134,57.68152866,,,,,,,,,,,,,
Riverdale,256,N 43.66788°,O 079.37936°,0,1069,0,0,0,147.18,166.82,46.87261146,53.12738854,,,,,,,,,,,,,
Riverdale,257,N 43.66799°,O 079.37955°,0,1070,1,1,1,198.37,115.63,63.17515924,36.82484076,,,,,,,,,,,,,
Riverdale,258,N 43.66781°,O 079.37967°,2,1071,1,1,1,104.08,209.92,33.14649682,66.85350318,,,,,,,,,,,,,
Riverdale,259,N 43.66771°,O 079.37980°,0,1072,0,0,0,119.35,194.65,38.00955414,61.99044586,,,,,,,,,,,,,
Riverdale,260,N 43.66766°,O 079.38002°,0,1073,0,0,0,89.44,224.56,28.48407643,71.51592357,,,,,,,,,,,,,
Riverdale,261,N 43.66769°,O 079.38015°,0,1074,1,1,1,50.45,263.55,16.06687898,83.93312102,,,,,,,,,,,,,
Riverdale,262,N 43.66736°,O 079.38112°,4,1075,0,1,0,44.58,269.42,14.19745223,85.80254777,,,,,,,,,,,,,
Riverdale,263,N 43.66728°,O 079.38145°,0,1076,0,1,0,42.66,271.34,13.58598726,86.41401274,,,,,,,,,,,,,
Riverdale,264,N 43.66729°,O 079.38181°,0,1077,0,0,1,50.05,263.95,15.93949045,84.06050955,,,,,,,,,,,,,
Riverdale,265,N 43.66714°,O 079.38196°,0,1078,0,1,0,79.58,234.42,25.34394904,74.65605096,,,,,,,,,,,,,
Riverdale,266,N 43.66723°,O 079.38223°,0,1079,0,1,0,128.12,185.88,40.80254777,59.19745223,,,,,,,,,,,,,
Riverdale,267,N 43.66713°,O 079.38241°,0,1080,0,0,1,133.73,180.27,42.58917197,57.41082803,,,,,,,,,,,,,
Riverdale,268,N 43.66697°,O 079.38266°,0,1081,0,0,1,95.34,218.66,30.36305732,69.63694268,,,,,,,,,,,,,
Riverdale,269,N 43.66703°,O 079.38290°,0,1082,0,0,0,101.58,212.42,32.35031847,67.64968153,,,,,,,,,,,,,
Riverdale,270,N 43.66698°,O 079.38310°,2,1083,0,0,1,225.6,88.4,71.84713376,28.15286624,,,,,,,,,,,,,
Riverdale,271,N 43.66680°,O 079.38357°,0,1084,0,0,0,165.94,148.06,52.84713376,47.15286624,,,,,,,,,,,,,
Riverdale,272,N 43.66692°,O 079.38376°,0,1085,0,1,0,148.58,165.42,47.31847134,52.68152866,,,,,,,,,,,,,
Riverdale,273,N 43.66678°,O 079.38403°,0,1086,0,1,0,177.67,136.33,56.58280255,43.41719745,,,,,,,,,,,,,
Riverdale,274,N 43.66694°,O 079.38419°,0,1087,0,1,0,232.48,81.52,74.03821656,25.96178344,,,,,,,,,,,,,
Riverdale,275,N 43.66690°,O 079.38442°,10,1088,0,0,1,226.23,87.77,72.0477707,27.9522293,,,,,,,,,,,,,
Riverdale,276,N 43.66720°,O 079.38469°,4,1089,0,0,0,186.05,127.95,59.25159236,40.74840764,,,,,,,,,,,,,
Riverdale,277,N 43.66735°,O 079.38483°,0,1090,1,1,1,213.65,100.35,68.04140127,31.95859873,,,,,,,,,,,,,
Riverdale,278,N 43.66760°,O 079.38461°,0,1091,1,1,1,151.43,162.57,48.22611465,51.77388535,,,,,,,,,,,,,
